1,169.95,171.31,169.45,171.31,2,2024-03-25
2,961.34,961.93,935.1,945.63,3,2024-03-25
3,423.4584,427.41,421.6149,426.03,1,2024-03-25
4,170.995,175.24,168.73,168.92,4,2024-03-25
5,148.85,150.16,147.821,149.47,5,2024-03-25
6,505.534,506.9,500.2411,506.66,6,2024-03-25
7,180.31,180.3164,177.24,178.57,7,2024-03-25
8,41.385,41.46,40.57,41.27,8,2024-03-25
9,178.96,178.9699,172,175.1,9,2024-03-25
